Engine_ID,Cycle,Altitude,Mach_Number,Throttle_Resolver_Angle,T24_LPC_Outlet_Temp,P30_HPC_Outlet_Pressure,Nf_Fan_Speed,Nc_Core_Speed,BPR_Bypass_Ratio
TF-804,33,-0.0007134972247379339,-0.00010442119105169681,99.98937696286274,642.2993661252907,47.650278591995196,9045.360168161453,2388.151274136746,8.454761042756903
TF-804,34,-0.0017577109289559005,-0.0005036540436547295,100.00473592430635,642.5523708622864,47.62141998261971,9016.621845011732,2388.1316851486545,8.472742449783192
TF-804,35,0.00012254491210318902,-0.0005616987205786376,99.99080575765767,642.4664805822011,47.76719720446627,9049.830333746562,2388.1842535920027,8.472408673384463
TF-804,36,-0.001920843649971022,-0.0005003514087169073,100.01549934405017,642.6271000741137,47.697695951115904,9008.479122004775,2388.153588278555,8.48350393786476
TF-804,37,-0.0004911364049952446,-0.0002169195764595852,99.99216746707664,642.610985643686,47.570742870667125,9025.982149049643,2388.1362350840964,8.487417559757771
TF-804,38,-0.0026596701238797756,-0.0003342497780680631,99.99677938483795,644.3490756631014,48.187322715738475,9032.883172064845,2388.3343584247505,8.50476170839216
TF-804,39,-0.0020281860488984304,-0.0005059520407534078,100.0081351721737,642.4529809422896,47.65091067676158,9029.30991867735,2388.1793879436286,8.49750423838186
TF-804,40,-0.0005031387641308765,-0.0002973465133773288,99.98769135683565,642.372772916297,47.73262166673982,9019.773004801795,2388.153088263416,8.484230963443377
TF-804,41,3.8466579995410444e-05,-0.00038058449013039195,100.00227459934604,642.55302275719,47.65637396307837,9023.418777496427,2388.1483333881333,8.483015853286517
TF-804,42,-0.0005286317188100295,-0.00020627100189342216,100.01307142754283,642.7684598191485,47.69626317792666,9020.069990653412,2388.1833106163454,8.498919191715064
TF-804,43,-0.0008156482823882405,-0.0005404106187754705,99.98392516765439,642.6921140616195,47.73324936394903,9018.606352430557,2388.1863489971333,8.482797667929795
TF-804,44,-0.0010011036955892888,-0.00046553242931955365,100.00184633858532,644.6931391831932,48.35728775970851,9032.49602097021,2388.3867917047387,8.516314587658544
TF-804,45,-0.0021785219903674275,-0.00047842163062643153,100.00259882794248,642.7259771388776,47.659985179647215,9027.07015485965,2388.170868850832,8.511794401207213
TF-804,46,-0.0014198442083947086,-0.0006927029896264237,100.00781822871777,642.7777976069592,47.70927493820796,9016.070904047394,2388.194961498121,8.497308243478953
TF-804,47,-0.0011606387709597876,-0.0003407759445870848,99.98763049289121,642.6074213845699,47.70825273444195,9031.495998754333,2388.147557469755,8.48686865470909
TF-804,48,0.00035712222621891575,-0.0003477889455640222,99.98679543386916,642.7830587658918,47.70533353837131,9025.072995208766,2388.1517760867687,8.519538723741654
TF-804,49,-0.0003563817104315386,-0.00039897730867150785,100.00521941565617,642.7887313077669,47.83227271201405,9029.628621188389,2388.1754466733623,8.506854601547476
TF-804,50,-0.002463040155362734,-0.0004469174266750294,100.00296984673233,642.6285544553253,47.770249085548045,9027.296288419237,2388.193596585449,8.522378163119734
